Capitalizacion;CapitalizacionNo
Cargo;CodPais
Cargo;Dealer
Cargo;Cargo
CargoAbono;CodPais
CargoAbono;Dealer
CargoAbono;Correlativo
CastigoCxC;CodPais
CastigoCxC;Dealer
CastigoCxC;Tda
CastigoCxC;IdAbono
CastigoCxC;Castigo
Catalogo;CodPais
Catalogo;Dealer
Catalogo;Mes
Catalogo;Codigo
CatalogoBonificacionMensual;MesAcumulado
CatalogoBonificacionMensual;MesAplicar
CatalogoBonificacionMensual;ClienteNo
CatalogoCodigoBonificado;CodPais
CatalogoDiaMunicipio;CodMunicipio
CatalogoDiaMunicipio;Dia
CatalogoPosteo;CodPais
CatalogoPosteo;Dealer
CatalogoPosteo;Mes
CatalogoPosteo;Codigo
CatalogoProdExcluBonif;CodPais
CatalogoProdExcluBonif;Codigo
Categoria;CodPais
Categoria;Dealer
Categoria;Categoria
CatProd;CodPais
CatProd;Dealer
CatProd;Tda
CatProd;Campaña
CatProd;Codigo
CCosto;CodPais
CCosto;Dealer
CCosto;Codigo
CentroCosto;CodPais
CentroCosto;Dealer
CentroCosto;CentroCosto
CentroTrabajo;CodPais
CentroTrabajo;Dealer
CentroTrabajo;CentroTrabajo
CertificadoFitosanitario;CodPais
CertificadoFitosanitario;Dealer
CertificadoFitosanitario;Correlativo
CertificadoFitosanitario;NoContrato
CertificadoFitosanitario;NoCertificado
Certificadores;CodPais
Certificadores;Codigo
ChqRechazado;CodPais
ChqRechazado;Dealer
ChqRechazado;Tda
ChqRechazado;Fecha
ChqRechazado;Cajero
ChqRechazado;ChequeNo
ChqRechazado;Banco
ChqRechazado;FechaCobro
ChqRechazado;Valor
ChqRechazado;Tipo
Chqs;CodPais
Chqs;Dealer
Chqs;Tda
Chqs;Cuenta
Chqs;Serie
Chqs;ChequeNo
Cierre;CodPais
Cierre;Dealer
Cierre;Planilla
Clase;CodPais
Clase;Dealer
Clase;Clase
ClaseCafe;CodPais
ClaseCafe;Dealer
ClaseCafe;idClaseCafe
ClasificacionMaterial;CodPais
ClasificacionMaterial;Dealer
ClasificacionMaterial;Codigo
ClasProducto;CodPais
ClasProducto;Dealer
ClasProducto;Codigo
Cliente;CodPais
Cliente;Dealer
Cliente;ClienteNo
